section,finding_id,severity,category,title,location,evidence,impact,fix,attack,defense,verdict,justification,flagged_critical,source_count
S15,S15-F03,P2,SCHEMA_DEFINITION_TOO_NARROW,"Learner can call a dtype map a complete schema and assume nullability, uniqueness/ranges/required columns are covered.",opening p3 + T3-B,Schema is defined as the set/map of dtypes while later claims assign it required-column and shape responsibilities.,"Learner can call a dtype map a complete schema and assume nullability, uniqueness/ranges/required columns are covered.",Call it a minimum ingestion schema: required columns plus dtype/coercion policy; deeper constraints arrive in S16.,,,,,False,2
S15,S15-F07,P2,COPY_ON_WRITE_MENTAL_MODEL_OVERCOMPRESSION,Learner conflates API isolation with eager copying and transfers wrong memory/view reasoning from NumPy.,T2-B p1,"CoW is glossed as 'escritura sobre copia automática', suggesting eager physical copying.",Learner conflates API isolation with eager copying and transfers wrong memory/view reasoning from NumPy.,Say derived objects behave independently at the API while pandas may share memory and defer physical copying until a write.,,,,,False,2
S15,S15-F08,P2,COERCE_POLICY_OVERGENERALIZATION,Learner can universalize coercion+continue to critical identifiers/amounts that policy should reject or quarantine.,T3-A p2 + callout,errors='coerce' is called preferable to failing the batch if failures are counted.,Learner can universalize coercion+continue to critical identifiers/amounts that policy should reject or quarantine.,Frame coercion+report as a lab policy; critical fields may require rejection/quarantine under the data contract.,,,,,False,2
S15,S15-F12,P2,TRUNCATED_DIGEST_MISLABEL,Learner can rely on a short display fingerprint as a full artifact identifier.,manifest.py,"content_sha256 stores hexdigest()[:12], a 12-hex prefix, while field name implies complete SHA-256.",Learner can rely on a short display fingerprint as a full artifact identifier.,Store full digest as content_sha256 and optionally a separately named sha256_prefix.,,,,,False,2
S15,S15-F13,P2,PARQUET_LAYOUT_OVERSIMPLIFICATION,Learner imagines one whole-file block per column and misunderstands row-group IO/statistics.,extra T4-B columnar p1,Lesson says Parquet stores first all client_id then all monto then all region. Actual hierarchy is file -> row groups -> one column chunk per column in each row group -> pages.,Learner imagines one whole-file block per column and misunderstands row-group IO/statistics.,Teach the actual file/row-group/column-chunk/page hierarchy first.,,,,,False,2
S15,S15-F15,P2,ROW_FORMAT_IO_OVERCLAIM,Learner turns format comparison into a false absolute rule and misses parser-level projection.,extra T4-B columnar p2,Text says row format forces all other 39 values to be read even if discarded. CSV reader must scan row text but usecols can avoid materializing unnecessary columns; exact work is parser-dependent.,Learner turns format comparison into a false absolute rule and misses parser-level projection.,Distinguish scanning row-oriented text from materializing/parsing selected columns.,,,,,False,2
S15,S15-F16,P2,OVERPRESCRIPTIVE_SELECTION_RULE,Learner misclassifies valid filtering as unsafe and fails to identify the actual mutation hazard.,T2-A p1,Lesson says boolean filters live inside loc. df[mask] is valid for read-only selection; the critical danger is chained assignment on writes.,Learner misclassifies valid filtering as unsafe and fails to identify the actual mutation hazard.,Prefer loc for explicit row+column selection/mutation but acknowledge df[mask] is valid read-only filtering.,,,,,False,2
S15,S15-F18,P2,PARTITION_ROWGROUP_CONFLATION,Learner can solve a row-group pruning problem by over-partitioning files and create a small-files problem.,extra T4-B columnar p3-p4,"After row-group pruning, lesson moves directly to dataset partitioning and tiny-file tradeoffs, blending row groups inside files with file/directory partitions.",Learner can solve a row-group pruning problem by over-partitioning files and create a small-files problem.,Separate dataset/file partitioning from row groups inside each Parquet file; both can aid pruning but have different controls/trade-offs.,,,,,False,2
S16,S16-F01,P1,GATE_NOT_COMPOSED_OUTCOME_NOT_TAUGHT,The lesson teaches isolated checks but never shows the causal pipeline raw input → rule results → disjoint clean/quarantine → metrics → pass/fail.,tagline + opening p5 + reference p3 + T4-B,"The section promises a fail-closed quality suite, but each theory block operates on a fresh hand-built DataFrame. T4-B manually creates clean/quarantine tables instead of deriving them from the null, duplicate, normalization, schema and cross-field rules taught earlier.","Due to this problem, a reasonable learner can reproduce eight demos yet still be unable to build the integrated quality gate promised by the tagline and roadmap.","Add one compact theory example `run_quality_gate(raw, contract)` that reuses the taught checks and derives clean, quarantine, metrics and audit events from one input.",,,,,False,1
S16,S16-F03,P1,NULL_POLICY_TOO_COARSE_OPTIONAL_NOT_IMPUTABLE,"Optionality answers whether null is allowed, not whether replacing it with a value is semantically valid.",opening p2 + T1-A + T1-B,"The opening distinguishes absent, not-applicable and real zero, but the executable policy reduces fields to required|optional. T1-B then allows median imputation for an optional field solely when its null rate is below a cap.","Due to this problem, a reasonable learner can infer `optional + null_rate <= cap => safe to impute` and invent values where null actually means not applicable or deliberately unknown.","Extend the field policy with an explicit null action/meaning such as required_fail, optional_keep_null or optional_impute(method=...), and state that the cap limits volume but does not authorize imputation.",,,,,False,1
S16,S16-F04,P1,FUTURE_KNOWLEDGE_LEAK_GROUPBY_TRANSFORM,A next-section abstraction is used as the core implementation shortcut before it is taught.,T2-A p2 + dups.py,"The conflict detector uses `groupby(...).transform('nunique')`, but the authoritative roadmap schedules groupby/agg/transform for S17. S16 gives syntax but no mental model of grouping, per-group aggregation or transform shape preservation.","Due to this problem, a reasonable learner can cargo-cult a groupby/transform expression without being able to predict which group a row belongs to or why the result aligns back to the original rows.","Use a small dict/set-based conflict detector with already learned constructs in S16, then teach groupby/transform from first principles in S17.",,,,,False,1
S16,S16-F05,P1,DUPLICATE_CLASSIFIER_DOES_NOT_MATCH_CONTRACT,The executable classifier is narrower/different from the contract it claims to demonstrate. Provenance columns such as batch/source would prevent otherwise business-identical rows from being classified as exact duplicates.,T2-A p1-p3 + dups.py,"The prose defines an exact duplicate by the relevant columns and says conflict checks should cover each attribute that must agree. The code calls `df.duplicated(keep=False)` with no subset, so every column is relevant, and checks only `region` for conflict.","Due to this problem, a reasonable learner can miss duplicate business records merely because provenance columns differ, or miss conflicts that occur in attributes other than region.","Declare `exact_cols` and `conflict_attrs` explicitly from the contract; use `duplicated(subset=exact_cols, keep=False)` and evaluate every conflict attribute with an explicit missing-value policy.",,,,,False,1
S16,S16-F06,P1,ARBITRARY_CONFLICT_RESOLUTION_KEEP_FIRST,Input order is silently promoted into a business-resolution policy.,T2-B p2-p3 + key_evidence.py,"For two C001 rows with scores 0.9 and 0.4 from sources a/b, the lesson resolves the key with `drop_duplicates(key, keep='first')`. No source-priority, timestamp, authoritative-system or review rule explains why input order should win.","Due to this problem, a reasonable learner can choose whichever conflicting row happened to arrive first and treat that arbitrary ordering as a defensible master-record resolution.","For unresolved conflicts, quarantine the whole key and exclude it from clean. Demonstrate promotion only after a deterministic documented rule such as authoritative-source priority or reviewed timestamp.",,,,,False,1
S16,S16-F07,P1,CLEAN_QUARANTINE_OVERLAP_BREAKS_ACCOUNTING,The two outputs called clean and quarantine are not mutually exclusive even though quarantine is later defined as rejected rows.,T2-B key_evidence.py + T4-B metrics contract,"`quarantine = df.loc[dup_mask]` contains both C001 rows, while `clean = df.drop_duplicates(key, keep='first')` also contains the first C001 row. For the three-row example, clean has 2 rows and quarantine has 2 rows: one source row is counted in both sets.","Due to this problem, a reasonable learner can report `rows_clean + rows_quarantine > rows_in`, double-count excluded data, and feed a quarantined row into S17.","Make outputs disjoint by default: unresolved duplicate-key groups go entirely to quarantine; only a row explicitly resolved/promoted leaves quarantine and enters clean, with an audit event.",,,,,False,1
S16,S16-F08,P1,NORMALIZATION_NOT_NULL_SAFE,The normalizer is incompatible with the section's own null model.,T3-A normalize.py,"`stripped = df['region_raw'].str.strip()` can preserve missing values, but the following list comprehension calls `x.upper()` and `x.title()` unconditionally. `None`/`pd.NA` therefore raises instead of preserving or classifying the null.","Due to this problem, a reasonable learner can apply the canonical normalizer to an optional missing region and crash the batch instead of preserving null or routing it according to policy.",Use a null-safe `norm_region(x)` that returns `pd.NA` for missing inputs before applying `.upper()`/`.title()` to actual strings.,,,,,False,1
S16,S16-F09,P1,NORMALIZATION_FAILURES_ARE_SILENT_OR_UNSTRUCTURED,Invalid normalization outcomes are either silently converted to missing or crash outside the promised gate evidence model.,T3-A p2-p3 + normalize.py,"`norm_money('abc')` becomes NaN through `or 'nan'` with no reason/count; malformed values such as repeated separators can raise ValueError; `parse_fecha` converts any unrecognized date to `pd.NaT`. The lesson preserves raw columns but emits no normalization-failure mask, code or quarantine evidence.","Due to this problem, a reasonable learner can transform bad source tokens into NaN/NaT without counting the failure and believe preserving `raw` alone satisfies «nunca arreglar en silencio».","After parsing, compute `raw.notna() & parsed.isna()` failure masks (or return value+reason) and attach structured reason codes/counts; catch deliberate parse failures at the quality boundary.",,,,,False,1
